Frase,Sentimiento,Etiqueta
el servicio estuvo todo ok,Positivo,0
la verdad el trámite fue cumple de sobra,Positivo,0
el trámite fue desastroso,Negativo,1
mi opinión es que el sistema fue anda bárbaro,Positivo,0
mi experiencia con la aplicación fue impresentable,Negativo,1
lamentablemente la aplicación fue no recomendable,Negativo,1
mi opinión es que el producto fue me dejó re conforme,Positivo,0
mi opinión es que la atención fue de lujo,Positivo,0
en general el servicio fue frustrante,Negativo,1
el servicio estuvo un desastre,Negativo,1
la verdad el sistema fue super conforme,Positivo,0
en general el sistema fue joya,Positivo,0
mi opinión es que el sistema fue cumple de sobra,Positivo,0
la experiencia estuvo re malo,Negativo,1
el servicio estuvo mucho mejor de lo esperado,Positivo,0
mi opinión es que el servicio fue una maravilla,Positivo,0
la verdad la compra fue un gol,Positivo,0
la experiencia estuvo copado,Positivo,0
mi experiencia con la experiencia fue funciona pésimo,Negativo,1
el trámite estuvo anda bárbaro,Positivo,0
la plataforma estuvo anda bárbaro,Positivo,0
mi experiencia con la aplicación fue muy desprolijo,Negativo,1
en general el trámite fue sin drama,Positivo,0
en general la atención fue de lujo,Positivo,0
la aplicación fue vale totalmente la pena,Positivo,0
la experiencia fue me dejó caliente,Negativo,1
en general la compra fue re lento,Negativo,1
lamentablemente el servicio fue malísimo,Negativo,1
la verdad el proceso fue funciona perfecto,Positivo,0
en general la atención fue anda bárbaro,Positivo,0
en general el sistema fue buenísimo,Positivo,0
el trámite estuvo bárbaro,Positivo,0
en general la plataforma fue no sirve,Negativo,1
lamentablemente el producto fue malísimo,Negativo,1
en general el servicio fue re lento,Negativo,1
en general la atención fue malísimo,Negativo,1
en general el proceso fue desastroso,Negativo,1
la compra estuvo todo ok,Positivo,0
en general el producto fue me sorprendió para bien,Positivo,0
mi opinión es que el producto fue excelente experiencia,Positivo,0
mi opinión es que el servicio fue copado,Positivo,0
el proceso fue un gol,Positivo,0
la compra fue una porquería,Negativo,1
en general el sistema fue mal organizado,Negativo,1
la aplicación estuvo me encantó,Positivo,0
el servicio estuvo no vale la pena,Negativo,1
la aplicación fue una decepción,Negativo,1
en general el sistema fue re bien,Positivo,0
lamentablemente la plataforma fue re lento,Negativo,1
la aplicación estuvo un desastre,Negativo,1
mi opinión es que el trámite fue vale totalmente la pena,Positivo,0
la verdad el producto fue cumple al 100,Positivo,0
en general la compra fue muy flojo,Negativo,1
la atención fue sin drama,Positivo,0
mi experiencia con el proceso fue experiencia horrible,Negativo,1
la verdad la experiencia fue re bueno,Positivo,0
lamentablemente la atención fue re lento,Negativo,1
en general el servicio fue una pérdida de tiempo,Negativo,1
en general el producto fue un gol,Positivo,0
el sistema estuvo anda perfecto,Positivo,0
mi experiencia con la plataforma fue lento,Negativo,1
lamentablemente la atención fue no sirve,Negativo,1
mi opinión es que el sistema fue re bien,Positivo,0
en general la aplicación fue re malo,Negativo,1
lamentablemente el producto fue no cumple,Negativo,1
la atención estuvo de lujo,Positivo,0
mi experiencia con el producto fue malísimo,Negativo,1
la verdad el trámite fue mucho mejor de lo esperado,Positivo,0
mi opinión es que la aplicación fue un gol,Positivo,0
la plataforma estuvo sin drama,Positivo,0
la plataforma estuvo experiencia horrible,Negativo,1
la atención estuvo super conforme,Positivo,0
en general el servicio fue todo de primera,Positivo,0
la plataforma fue funciona mal,Negativo,1
en general la plataforma fue cumple de sobra,Positivo,0
la verdad el sistema fue una masa,Positivo,0
el sistema estuvo cumple al 100,Positivo,0
lamentablemente el trámite fue no sirve,Negativo,1
mi experiencia con la atención fue un desastre,Negativo,1
el producto estuvo muy conforme,Positivo,0
en general la plataforma fue bárbaro,Positivo,0
lamentablemente el proceso fue decepcionante,Negativo,1
el trámite fue una decepción,Negativo,1
lamentablemente la plataforma fue mal atendido,Negativo,1
en general el proceso fue no cumple,Negativo,1
mi opinión es que el proceso fue de primera,Positivo,0
la aplicación estuvo poco serio,Negativo,1
la verdad el trámite fue bárbaro,Positivo,0
el proceso fue vale totalmente la pena,Positivo,0
mi opinión es que el servicio fue joya,Positivo,0
lamentablemente la aplicación fue me dejó recaliente,Negativo,1
mi experiencia con el producto fue muy malo,Negativo,1
el producto estuvo mal organizado,Negativo,1
mi experiencia con la plataforma fue decepcionante,Negativo,1
el sistema fue de primera,Positivo,0
lamentablemente la compra fue muy mal hecho,Negativo,1
la verdad el sistema fue funciona de diez,Positivo,0
en general la atención fue no cumple para nada,Negativo,1
el trámite estuvo funciona pésimo,Negativo,1
el proceso fue no vale la pena,Negativo,1
la atención fue re bien,Positivo,0
en general la plataforma fue una porquería,Negativo,1
el trámite estuvo muy flojo,Negativo,1
en general el sistema fue desastroso,Negativo,1
la atención estuvo me dejó caliente,Negativo,1
lamentablemente el trámite fue ineficiente,Negativo,1
el sistema estuvo funciona de diez,Positivo,0
en general la compra fue lento,Negativo,1
la atención fue no vale la pena,Negativo,1
el proceso estuvo funciona mal,Negativo,1
en general el trámite fue muy bien logrado,Positivo,0
mi opinión es que el proceso fue muy bien logrado,Positivo,0
el sistema fue funciona de diez,Positivo,0
mi experiencia con la experiencia fue una cagada,Negativo,1
la experiencia estuvo cumple al 100,Positivo,0
mi opinión es que el proceso fue copado,Positivo,0
en general el trámite fue malísimo,Negativo,1
lamentablemente la experiencia fue anda mal,Negativo,1
la aplicación fue una masa,Positivo,0
mi experiencia con el trámite fue de terror,Negativo,1
en general la aplicación fue vale totalmente la pena,Positivo,0
la compra fue buenísimo,Positivo,0
la plataforma estuvo impresentable,Negativo,1
la verdad la plataforma fue de diez,Positivo,0
la verdad el proceso fue de lujo,Positivo,0
el sistema estuvo me hizo perder tiempo,Negativo,1
el servicio estuvo de lujo,Positivo,0
lamentablemente el producto fue anda para atrás,Negativo,1
en general el trámite fue todo de primera,Positivo,0
la atención fue muy recomendable,Positivo,0
en general el sistema fue re bueno,Positivo,0
mi opinión es que la aplicación fue excelente,Positivo,0
mi opinión es que el sistema fue mucho mejor de lo esperado,Positivo,0
mi experiencia con el servicio fue muy mal hecho,Negativo,1
el trámite estuvo muy mal hecho,Negativo,1
mi experiencia con la experiencia fue horrible,Negativo,1
en general la atención fue una maravilla,Positivo,0
en general la atención fue me dejó recaliente,Negativo,1
la atención fue todo de primera,Positivo,0
el producto estuvo muy flojo,Negativo,1
el trámite estuvo una pérdida total,Negativo,1
el producto estuvo anda bárbaro,Positivo,0
el sistema fue me dejó caliente,Negativo,1
la aplicación fue muy mal hecho,Negativo,1
el servicio fue de diez,Positivo,0
mi experiencia con el trámite fue un desastre,Negativo,1
el servicio estuvo re malo,Negativo,1
mi opinión es que el proceso fue buenísimo,Positivo,0
la verdad el producto fue vale totalmente la pena,Positivo,0
mi experiencia con la aplicación fue una pérdida de tiempo,Negativo,1
en general el producto fue impresentable,Negativo,1
mi opinión es que el servicio fue rápido y eficaz,Positivo,0
mi opinión es que el servicio fue de lujo,Positivo,0
la atención estuvo anda para atrás,Negativo,1
el sistema fue muy desprolijo,Negativo,1
en general el proceso fue anda mal,Negativo,1
mi experiencia con la atención fue no sirve,Negativo,1
el proceso fue me encantó,Positivo,0
la plataforma estuvo horrible,Negativo,1
lamentablemente la plataforma fue anda para atrás,Negativo,1
en general el proceso fue muy bien logrado,Positivo,0
el trámite fue no vale la pena,Negativo,1
el proceso fue vale la pena,Positivo,0
la verdad la aplicación fue funciona perfecto,Positivo,0
la experiencia estuvo re piola,Positivo,0
en general el proceso fue funciona perfecto,Positivo,0
el producto fue decepcionante,Negativo,1
mi experiencia con la atención fue horrible,Negativo,1
en general el trámite fue de primera,Positivo,0
en general el proceso fue frustrante,Negativo,1
el sistema fue anda perfecto,Positivo,0
la plataforma fue un gol,Positivo,0
lamentablemente la experiencia fue experiencia horrible,Negativo,1
en general la atención fue un desastre,Negativo,1
mi opinión es que la experiencia fue espectacular,Positivo,0
en general el sistema fue un gol,Positivo,0
mi experiencia con el sistema fue de terror,Negativo,1
en general la experiencia fue de primera,Positivo,0
el servicio fue una porquería,Negativo,1
mi experiencia con el sistema fue muy malo,Negativo,1
en general la aplicación fue rápido y eficaz,Positivo,0
el proceso fue horrible,Negativo,1
la compra estuvo recomendable,Positivo,0
el producto estuvo un desastre,Negativo,1
en general el trámite fue bárbaro,Positivo,0
mi experiencia con la experiencia fue una porquería,Negativo,1
el producto estuvo lento,Negativo,1
mi opinión es que la aplicación fue vale la pena,Positivo,0
la aplicación fue funciona mal,Negativo,1
el proceso fue me dejó re conforme,Positivo,0
el servicio estuvo mal organizado,Negativo,1
el sistema fue joya,Positivo,0
en general el proceso fue excelente experiencia,Positivo,0
lamentablemente el proceso fue flojo,Negativo,1
la verdad el trámite fue una masa,Positivo,0
la compra estuvo malísimo,Negativo,1
lamentablemente el producto fue de terror,Negativo,1
la compra fue una decepción,Negativo,1
el servicio fue no cumple para nada,Negativo,1
la compra estuvo una pérdida de tiempo,Negativo,1
la plataforma estuvo una masa,Positivo,0
la verdad el proceso fue sin drama,Positivo,0
en general la experiencia fue anda mal,Negativo,1
el producto fue espectacular,Positivo,0
la verdad el trámite fue re piola,Positivo,0
en general el proceso fue horrible,Negativo,1
en general el proceso fue muy malo,Negativo,1
el proceso fue mal atendido,Negativo,1
el servicio estuvo funciona pésimo,Negativo,1
el trámite estuvo no recomendable,Negativo,1
en general la aplicación fue me dejó re conforme,Positivo,0
lamentablemente el proceso fue re lento,Negativo,1
el servicio estuvo muy bien logrado,Positivo,0
el sistema fue frustrante,Negativo,1
en general el servicio fue de primera,Positivo,0
lamentablemente el servicio fue frustrante,Negativo,1
mi opinión es que el producto fue un gol,Positivo,0
mi opinión es que el trámite fue anda bárbaro,Positivo,0
el proceso estuvo copado,Positivo,0
mi experiencia con el proceso fue mal atendido,Negativo,1
lamentablemente la plataforma fue horrible,Negativo,1
mi experiencia con el trámite fue me dejó caliente,Negativo,1
en general el trámite fue me dejó re conforme,Positivo,0
el proceso fue funciona perfecto,Positivo,0
mi opinión es que el trámite fue re piola,Positivo,0
la experiencia fue no vale la pena,Negativo,1
el proceso fue ineficiente,Negativo,1
en general el trámite fue horrible,Negativo,1
el proceso estuvo impresentable,Negativo,1
la atención fue me sorprendió para bien,Positivo,0
la verdad el proceso fue cumple de sobra,Positivo,0
la verdad la atención fue muy bien logrado,Positivo,0
el sistema estuvo muy mal hecho,Negativo,1
mi experiencia con la aplicación fue re lento,Negativo,1
la atención fue muy desprolijo,Negativo,1
mi opinión es que la aplicación fue bárbaro,Positivo,0
la verdad la plataforma fue re piola,Positivo,0
la aplicación estuvo anda para atrás,Negativo,1
la verdad el proceso fue super conforme,Positivo,0
lamentablemente el sistema fue experiencia horrible,Negativo,1
la atención estuvo una pérdida total,Negativo,1
el trámite fue me dejó recaliente,Negativo,1
en general el trámite fue super conforme,Positivo,0
la atención fue un gol,Positivo,0
mi opinión es que la aplicación fue espectacular,Positivo,0
el trámite fue una porquería,Negativo,1
el servicio fue no sirve,Negativo,1
en general la atención fue una cagada,Negativo,1
la verdad la aplicación fue recomendable,Positivo,0
en general el proceso fue super conforme,Positivo,0
la atención fue muy conforme,Positivo,0
mi experiencia con la plataforma fue de terror,Negativo,1
en general el servicio fue una porquería,Negativo,1
mi opinión es que el producto fue sin drama,Positivo,0
el sistema estuvo me encantó,Positivo,0
la atención estuvo desastroso,Negativo,1
el servicio estuvo lento,Negativo,1
la verdad el servicio fue funciona de diez,Positivo,0
en general el proceso fue re piola,Positivo,0
la verdad el proceso fue re bueno,Positivo,0
la verdad la compra fue me dejó re conforme,Positivo,0
mi opinión es que la atención fue re piola,Positivo,0
la verdad el producto fue copado,Positivo,0
lamentablemente el servicio fue funciona pésimo,Negativo,1
la plataforma fue no cumple para nada,Negativo,1
la verdad la experiencia fue muy recomendable,Positivo,0
lamentablemente el servicio fue muy mal hecho,Negativo,1
en general el servicio fue anda bárbaro,Positivo,0
la experiencia estuvo muy bien logrado,Positivo,0
mi opinión es que la atención fue joya,Positivo,0
la verdad el producto fue un gol,Positivo,0
lamentablemente el trámite fue pésimo,Negativo,1
el proceso estuvo muy flojo,Negativo,1
la verdad la compra fue buenísimo,Positivo,0
mi experiencia con la atención fue anda para atrás,Negativo,1
mi experiencia con la plataforma fue muy malo,Negativo,1
